rank	name	year	rating	votes	imglink	imdbLink
143	The Secret in Their Eyes	2009	8.2	77418	"http://ia.media-imdb.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt1305806/?ref_=chttp_tt_143
144	Casino	1995	8.1	225521	"http://ia.media-imdb.com/images/M/MV5BMTMzMjkwMTk4Nl5BMl5BanBnXkFtZTYwNjYxMjk5._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0112641/?ref_=chttp_tt_144
145	Judgment at Nuremberg	1961	8.1	27126	"http://ia.media-imdb.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0055031/?ref_=chttp_tt_145
146	Like Stars on Earth	2007	8.1	41890	"http://ia.media-imdb.com/images/M/MV5BMTU4NzYwNjYzNV5BMl5BanBnXkFtZTcwNjE4MjA3Mg@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0986264/?ref_=chttp_tt_146
147	Warrior	2011	8.1	204849	"http://ia.media-imdb.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt1291584/?ref_=chttp_tt_147
148	Trainspotting	1996	8.1	326704	"http://ia.media-imdb.com/images/M/MV5BMTg2MzcxNTY3NV5BMl5BanBnXkFtZTgwOTQ5NDQxMDE@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0117951/?ref_=chttp_tt_148
149	Diabolique	1955	8.1	27929	"http://ia.media-imdb.com/images/M/MV5BMTcwNzc5MjI5Nl5BMl5BanBnXkFtZTYwNjIwMzc5._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0046911/?ref_=chttp_tt_149
150	Touch of Evil	1958	8.1	53735	"http://ia.media-imdb.com/images/M/MV5BNjMwODI0ODg1Nl5BMl5BanBnXkFtZTcwMzgzNjk3OA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0052311/?ref_=chttp_tt_150
151	Gone with the Wind	1939	8.1	153761	"http://ia.media-imdb.com/images/M/MV5BNDUwMjAxNTU1MF5BMl5BanBnXkFtZTgwMzg4NzMxMDE@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0031381/?ref_=chttp_tt_151
152	V for Vendetta	2005	8.1	532738	"http://ia.media-imdb.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0434409/?ref_=chttp_tt_152
153	Rang De Basanti	2006	8.1	31660	"http://ia.media-imdb.com/images/M/MV5BMjEwNzA5MjAwN15BMl5BanBnXkFtZTcwMzY5MzIzMQ@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0405508/?ref_=chttp_tt_153
154	The Sixth Sense	1999	8.1	495133	"http://ia.media-imdb.com/images/M/MV5BMTc2MTQxNDI5MV5BMl5BanBnXkFtZTYwNjkzMDc4._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0167404/?ref_=chttp_tt_154
155	Butch Cassidy and the Sundance Kid	1969	8.1	106676	"http://ia.media-imdb.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0064115/?ref_=chttp_tt_155
156	Hotel Rwanda	2004	8.1	187043	"http://ia.media-imdb.com/images/M/MV5BMTI2MzQyNTc1M15BMl5BanBnXkFtZTYwMjExNjc3._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0395169/?ref_=chttp_tt_156
157	3 Idiots	2009	8.1	92510	"http://ia.media-imdb.com/images/M/MV5BMTMyOTg0ODQ1OF5BMl5BanBnXkFtZTcwNjc0NTMwNQ@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt1187043/?ref_=chttp_tt_157
158	Annie Hall	1977	8.1	132417	"http://ia.media-imdb.com/images/M/MV5BMTU1NDM2MjkwM15BMl5BanBnXkFtZTcwODU3OTYwNA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0075686/?ref_=chttp_tt_158
159	Into the Wild	2007	8.1	277068	"http://ia.media-imdb.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0758758/?ref_=chttp_tt_159
160	Sin City	2005	8.1	474567	"http://ia.media-imdb.com/images/M/MV5BMTI2NjUyMDUyMV5BMl5BanBnXkFtZTcwMzU0OTkyMQ@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0401792/?ref_=chttp_tt_160
161	Platoon	1986	8.1	209334	"http://ia.media-imdb.com/images/M/MV5BNTU3NzY4ODY5MF5BMl5BanBnXkFtZTcwOTkzNzE1NA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0091763/?ref_=chttp_tt_161
162	No Country for Old Men	2007	8.1	415169	"http://ia.media-imdb.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0477348/?ref_=chttp_tt_162
163	Kill Bill: Vol. 1	2003	8.1	488913	"http://ia.media-imdb.com/images/M/MV5BMTU1NDg1Mzg4M15BMl5BanBnXkFtZTYwMDExOTc3._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0266697/?ref_=chttp_tt_163
164	The Thing	1982	8.1	181537	"http://ia.media-imdb.com/images/M/MV5BMjE1OTIzMjUxNV5BMl5BanBnXkFtZTgwOTUwNzMxMDE@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0084787/?ref_=chttp_tt_164
165	How to Train Your Dragon	2010	8.1	266802	"http://ia.media-imdb.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0892769/?ref_=chttp_tt_165
166	Dial M for Murder	1954	8.1	68931	"http://ia.media-imdb.com/images/M/MV5BMTMwNzc1MzM2M15BMl5BanBnXkFtZTYwNDUxNDU2._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0046912/?ref_=chttp_tt_166
167	Howl's Moving Castle	2004	8.1	128144	"http://ia.media-imdb.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0347149/?ref_=chttp_tt_167
168	The Grapes of Wrath	1940	8.1	43710	"http://ia.media-imdb.com/images/M/MV5BMzgzNjcxNjg2M15BMl5BanBnXkFtZTcwMjQxNDQ3Mg@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0032551/?ref_=chttp_tt_168
169	Finding Nemo	2003	8.1	427430	"http://ia.media-imdb.com/images/M/MV5BMTY1MTg1NDAxOV5BMl5BanBnXkFtZTcwMjg1MDI5Nw@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0266543/?ref_=chttp_tt_169
170	Network	1976	8.1	72402	"http://ia.media-imdb.com/images/M/MV5BMTc1NjIyMDcxNl5BMl5BanBnXkFtZTgwMzU2MTUxMDE@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0074958/?ref_=chttp_tt_170
171	The Best Years of Our Lives	1946	8.1	28669	"http://ia.media-imdb.com/images/M/MV5BMTk1NTAxNzg3Nl5BMl5BanBnXkFtZTcwNjU4OTQwNw@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0036868/?ref_=chttp_tt_171
172	The Wizard of Oz	1939	8.1	200577	"http://ia.media-imdb.com/images/M/MV5BMTU0MTA2OTIwNF5BMl5BanBnXkFtZTcwMzA0Njk3OA@@._V1_SY50_CR1,0,34,50_.jpg"	/title/tt0032138/?ref_=chttp_tt_172
173	Life of Brian	1979	8.1	190586	"http://ia.media-imdb.com/images/M/MV5BMTM2NjQ4NDA0MV5BMl5BanBnXkFtZTcwMjM0Njk3OA@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0079470/?ref_=chttp_tt_173
174	The Hobbit: The Desolation of Smaug	2013	8.1	144429	"http://ia.media-imdb.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt1170358/?ref_=chttp_tt_174
175	Mary and Max	2009	8.1	72157	"http://ia.media-imdb.com/images/M/MV5BMTQ1NDIyNTA1Nl5BMl5BanBnXkFtZTcwMjc2Njk3OA@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0978762/?ref_=chttp_tt_175
176	The Avengers	2012	8.1	603300	"http://ia.media-imdb.com/images/M/MV5BMTk2NTI1MTU4N15BMl5BanBnXkFtZTcwODg0OTY0Nw@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0848228/?ref_=chttp_tt_176
177	Strangers on a Train	1951	8.1	66571	"http://ia.media-imdb.com/images/M/MV5BMTcwNzk0MTQxMF5BMl5BanBnXkFtZTcwNjM5NTIwNA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0044079/?ref_=chttp_tt_177
178	High Noon	1952	8.1	58425	"http://ia.media-imdb.com/images/M/MV5BMTMyNDA3NjU0Ml5BMl5BanBnXkFtZTcwMjA0NDU3NQ@@._V1_SY50_CR1,0,34,50_.jpg"	/title/tt0044706/?ref_=chttp_tt_178
179	The 400 Blows	1959	8.1	47814	"http://ia.media-imdb.com/images/M/MV5BMTI5NjU3NjY4Nl5BMl5BanBnXkFtZTcwNTYxODA0MQ@@._V1_SY50_CR1,0,34,50_.jpg"	/title/tt0053198/?ref_=chttp_tt_179
180	Amores Perros	2000	8.1	125178	"http://ia.media-imdb.com/images/M/MV5BMjIyNTA5MzQ5N15BMl5BanBnXkFtZTcwNjIyNTgxMQ@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0245712/?ref_=chttp_tt_180
181	A Beautiful Mind	2001	8.1	365827	"http://ia.media-imdb.com/images/M/MV5BMTQ4MDI2MzkwMl5BMl5BanBnXkFtZTYwMjk0NTA5._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0268978/?ref_=chttp_tt_181
182	Million Dollar Baby	2004	8.1	318205	"http://ia.media-imdb.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0405159/?ref_=chttp_tt_182
183	Stand by Me	1986	8.1	189603	"http://ia.media-imdb.com/images/M/MV5BNDk2MTkyMTA1OF5BMl5BanBnXkFtZTcwOTc2Njk3OA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0092005/?ref_=chttp_tt_183
184	Jaws	1975	8.1	278563	"http://ia.media-imdb.com/images/M/MV5BOTUwMzY4NzI4Nl5BMl5BanBnXkFtZTcwMDgzNjk3OA@@._V1_SY50_CR2,0,34,50_.jpg"	/title/tt0073195/?ref_=chttp_tt_184
185	There Will Be Blood	2007	8.1	261574	"http://ia.media-imdb.com/images/M/MV5BMjA0NjE1ODEyNV5BMl5BanBnXkFtZTcwNDIzMzE5NQ@@._V1_SY50_CR2,0,34,50_.jpg"	/title/tt0469494/?ref_=chttp_tt_185
186	Ben-Hur	1959	8.1	110541	"http://ia.media-imdb.com/images/M/MV5BNzQyOTQ0ODk2NF5BMl5BanBnXkFtZTcwNTkwOTI3MQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0052618/?ref_=chttp_tt_186
187	Notorious	1946	8.1	54145	"http://ia.media-imdb.com/images/M/MV5BMTIyOTg1NzUzOV5BMl5BanBnXkFtZTYwMjczNzg4._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0038787/?ref_=chttp_tt_187
188	The Princess Bride	1987	8.1	214561	"http://ia.media-imdb.com/images/M/MV5BMTkzMDgyNjQwM15BMl5BanBnXkFtZTgwNTg2Mjc1MDE@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0093779/?ref_=chttp_tt_188
189	Persona	1966	8.1	38450	"http://ia.media-imdb.com/images/M/MV5BMTc1OTgxNjYyNF5BMl5BanBnXkFtZTcwNjM2MjM2NQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0060827/?ref_=chttp_tt_189
190	The King's Speech	2010	8.1	305770	"http://ia.media-imdb.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt1504320/?ref_=chttp_tt_190
191	Donnie Darko	2001	8.1	413594	"http://ia.media-imdb.com/images/M/MV5BMTczMzE4Nzk3N15BMl5BanBnXkFtZTcwNDg5Mjc4NA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0246578/?ref_=chttp_tt_191
192	Gandhi	1982	8.1	115880	"http://ia.media-imdb.com/images/M/MV5BMTQyNTQ4MTAzNl5BMl5BanBnXkFtZTcwMjk2Njk3OA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0083987/?ref_=chttp_tt_192
193	The Bourne Ultimatum	2007	8.1	335908	"http://ia.media-imdb.com/images/M/MV5BMTgzNjMwOTM3N15BMl5BanBnXkFtZTcwMzA5MDY0MQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0440963/?ref_=chttp_tt_193
194	Fanny and Alexander	1982	8.1	28654	"http://ia.media-imdb.com/images/M/MV5BOTUyODUwNjc0NV5BMl5BanBnXkFtZTcwMTk0MTcyMQ@@._V1_SY50_CR1,0,34,50_.jpg"	/title/tt0083922/?ref_=chttp_tt_194
195	Twelve Monkeys	1995	8.1	329507	"http://ia.media-imdb.com/images/M/MV5BMjI4MDIxNjk2Ml5BMl5BanBnXkFtZTcwMTA3Njk3OA@@._V1_SY50_CR2,0,34,50_.jpg"	/title/tt0114746/?ref_=chttp_tt_195
196	The Terminator	1984	8.1	395456	"http://ia.media-imdb.com/images/M/MV5BODE1MDczNTUxOV5BMl5BanBnXkFtZTcwMTA0NDQyNA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0088247/?ref_=chttp_tt_196
197	8½	1963	8.1	56228	"http://ia.media-imdb.com/images/M/MV5BMjg1NTg2MzQ2OV5BMl5BanBnXkFtZTcwMDE3Njk3OA@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0056801/?ref_=chttp_tt_197
198	The Night of the Hunter	1955	8	45896	"http://ia.media-imdb.com/images/M/MV5BMTU5MTMwMzMyN15BMl5BanBnXkFtZTcwODI3Njk3OA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0048424/?ref_=chttp_tt_198
199	The Big Sleep	1946	8	48367	"http://ia.media-imdb.com/images/M/MV5BMjE5NzA1MzI5OV5BMl5BanBnXkFtZTYwOTE1MTY5._V1_SY50_CR1,0,34,50_.jpg"	/title/tt0038355/?ref_=chttp_tt_199
200	In the Name of the Father	1993	8	69647	"http://ia.media-imdb.com/images/M/MV5BODIxOTYyOTAyN15BMl5BanBnXkFtZTcwMTM3Njk3OA@@._V1_SY50_CR2,0,34,50_.jpg"	/title/tt0107207/?ref_=chttp_tt_200
201	Incendies	2010	8	40983	"http://ia.media-imdb.com/images/M/MV5BMTg4MzA0NjI5OF5BMl5BanBnXkFtZTcwNTUwMzQzNg@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt1255953/?ref_=chttp_tt_201
202	Groundhog Day	1993	8	294664	"http://ia.media-imdb.com/images/M/MV5BMTU0MzQyNTExMV5BMl5BanBnXkFtZTgwMjA0Njk1MDE@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0107048/?ref_=chttp_tt_202
203	Infernal Affairs	2002	8	66079	"http://ia.media-imdb.com/images/M/MV5BMTc0Mjg2OTY3OV5BMl5BanBnXkFtZTcwNDA3Njk3OA@@._V1_SY50_CR2,0,34,50_.jpg"	/title/tt0338564/?ref_=chttp_tt_203
204	La Strada	1954	8	33622	"http://ia.media-imdb.com/images/M/MV5BMTM5ODIyNzYzOV5BMl5BanBnXkFtZTcwNDM3NDQyMQ@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0047528/?ref_=chttp_tt_204
205	Dog Day Afternoon	1975	8	131509	"http://ia.media-imdb.com/images/M/MV5BMTQyNjQ5NjczM15BMl5BanBnXkFtZTYwNDA4MTk4._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0072890/?ref_=chttp_tt_205
206	Who's Afraid of Virginia Woolf?	1966	8	39556	"http://ia.media-imdb.com/images/M/MV5BMTg5OTM4MTc5Nl5BMl5BanBnXkFtZTcwMzM3Njk3OA@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0061184/?ref_=chttp_tt_206
207	The Graduate	1967	8	154989	"http://ia.media-imdb.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0061722/?ref_=chttp_tt_207
208	The Killing	1956	8	45943	"http://ia.media-imdb.com/images/M/MV5BMTg1NjEwOTI0Nl5BMl5BanBnXkFtZTcwODQ2MjM2NQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0049406/?ref_=chttp_tt_208
209	The Hustler	1961	8	45140	"http://ia.media-imdb.com/images/M/MV5BNDQ2NzcyMTU2MF5BMl5BanBnXkFtZTcwMjYyMjA0Mg@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0054997/?ref_=chttp_tt_209
210	Nausicaä of the Valley of the Wind	1984	8	56409	"http://ia.media-imdb.com/images/M/MV5BMTM1NjIxNTY4OF5BMl5BanBnXkFtZTcwNDE5MDIyNw@@._V1_SY50_CR1,0,34,50_.jpg"	/title/tt0087544/?ref_=chttp_tt_210
211	Hachi: A Dog's Tale	2009	8	66939	"http://ia.media-imdb.com/images/M/MV5BMTAxMDA2MjM4NDReQTJeQWpwZ15BbWU3MDE0NTgxMTM@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt1028532/?ref_=chttp_tt_211
212	Stalag 17	1953	8	34547	"http://ia.media-imdb.com/images/M/MV5BMjA4NjE1MzM5MF5BMl5BanBnXkFtZTcwNTM5MzMzMQ@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0046359/?ref_=chttp_tt_212
213	Rocky	1976	8	231131	"http://ia.media-imdb.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0075148/?ref_=chttp_tt_213
214	Lagaan: Once Upon a Time in India	2001	8	29217	"http://ia.media-imdb.com/images/M/MV5BMTIwODMwMzA5Ml5BMl5BanBnXkFtZTcwMTQxNTEyMQ@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0169102/?ref_=chttp_tt_214
215	Barry Lyndon	1975	8	71891	"http://ia.media-imdb.com/images/M/MV5BMTczNzkyMjQ4N15BMl5BanBnXkFtZTcwOTQ2NjU4Mw@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0072684/?ref_=chttp_tt_215
216	Stalker	1979	8	45448	"http://ia.media-imdb.com/images/M/MV5BMTY2MTM3MTU2Nl5BMl5BanBnXkFtZTcwMDE3MzgzMQ@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0079944/?ref_=chttp_tt_216
217	Black Swan	2010	8	391700	"http://ia.media-imdb.com/images/M/MV5BNzY2NzI4OTE5MF5BMl5BanBnXkFtZTcwMjMyNDY4Mw@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0947798/?ref_=chttp_tt_217
218	Memories of Murder	2003	8	36506	"http://ia.media-imdb.com/images/M/MV5BMTI5OTA5MTI3OF5BMl5BanBnXkFtZTcwMjQyNzYzMQ@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0353969/?ref_=chttp_tt_218
219	Roman Holiday	1953	8	66418	"http://ia.media-imdb.com/images/M/MV5BMTg1ODgzODA1Nl5BMl5BanBnXkFtZTcwNTI0MzU3Mg@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0046250/?ref_=chttp_tt_219
220	Ip Man	2008	8	93845	"http://ia.media-imdb.com/images/M/MV5BMjE0NDUzMDcyOF5BMl5BanBnXkFtZTcwNzAxMTA2Mw@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt1220719/?ref_=chttp_tt_220
221	The Celebration	1998	8	49874	"http://ia.media-imdb.com/images/M/MV5BMjYzMTYwNTIyMV5BMl5BanBnXkFtZTcwOTU2MjM2NQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0154420/?ref_=chttp_tt_221
222	La Haine	1995	8	67779	"http://ia.media-imdb.com/images/M/MV5BMTY3OTAyOTMyM15BMl5BanBnXkFtZTcwNTMxMTI0MQ@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0113247/?ref_=chttp_tt_222
223	Slumdog Millionaire	2008	8	446491	"http://ia.media-imdb.com/images/M/MV5BMTU2NTA5NzI0N15BMl5BanBnXkFtZTcwMjUxMjYxMg@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt1010048/?ref_=chttp_tt_223
224	The Man Who Shot Liberty Valance	1962	8	41418	"http://ia.media-imdb.com/images/M/MV5BMjAzMDA1MTI4Nl5BMl5BanBnXkFtZTYwNjYzMjc5._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0056217/?ref_=chttp_tt_224
225	Pirates of the Caribbean: The Curse of the Black Pearl	2003	8	546000	"http://ia.media-imdb.com/images/M/MV5BMjAyNDM4MTc2N15BMl5BanBnXkFtZTYwNDk0Mjc3._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0325980/?ref_=chttp_tt_225
226	"Monsters, Inc."	2001	8	351415	"http://ia.media-imdb.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0198781/?ref_=chttp_tt_226
227	A Christmas Story	1983	8	81753	"http://ia.media-imdb.com/images/M/MV5BMTI1NzY1NjkyMV5BMl5BanBnXkFtZTcwMjYxNjE0MQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0085334/?ref_=chttp_tt_227
228	Harry Potter and the Deathly Hallows: Part 2	2011	8	324399	"http://ia.media-imdb.com/images/M/MV5BMTY2MTk3MDQ1N15BMl5BanBnXkFtZTcwMzI4NzA2NQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt1201607/?ref_=chttp_tt_228
229	Castle in the Sky	1986	8	56997	"http://ia.media-imdb.com/images/M/MV5BMTU4MTUyMTc3MV5BMl5BanBnXkFtZTYwOTg4Mzk5._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0092067/?ref_=chttp_tt_229
230	Underground	1995	8	28392	"http://ia.media-imdb.com/images/M/MV5BMTgxMjI0MzY4MV5BMl5BanBnXkFtZTcwMzYxMzQyMQ@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0114787/?ref_=chttp_tt_230
231	Before Sunrise	1995	8	110148	"http://ia.media-imdb.com/images/M/MV5BMTQyMTM3MTQxMl5BMl5BanBnXkFtZTcwMDAzNjQ4Mg@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0112471/?ref_=chttp_tt_231
232	Prisoners	2013	8	119190	"http://ia.media-imdb.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt1392214/?ref_=chttp_tt_232
233	The Diving Bell and the Butterfly	2007	8	72562	"http://ia.media-imdb.com/images/M/MV5BMTc3MjkzMDkxN15BMl5BanBnXkFtZTcwODAyMTU1MQ@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0401383/?ref_=chttp_tt_233
234	Rope	1948	8	68866	"http://ia.media-imdb.com/images/M/MV5BMjE2NjM0MzEwNV5BMl5BanBnXkFtZTYwODkxNDU2._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0040746/?ref_=chttp_tt_234
235	In the Mood for Love	2000	8	52336	"http://ia.media-imdb.com/images/M/MV5BMTk0MjY3NjEzN15BMl5BanBnXkFtZTYwNTk2NDI5._V1_SY50_CR1,0,34,50_.jpg"	/title/tt0118694/?ref_=chttp_tt_235
236	Anatomy of a Murder	1959	8	33730	"http://ia.media-imdb.com/images/M/MV5BMjA0ODU0OTQ5N15BMl5BanBnXkFtZTgwMzYzMzIxMDE@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0052561/?ref_=chttp_tt_236
237	Before Midnight	2013	8	39396	"http://ia.media-imdb.com/images/M/MV5BMjA5NzgxODE2NF5BMl5BanBnXkFtZTcwNTI1NTI0OQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt2209418/?ref_=chttp_tt_237
238	Three Colors: Red	1994	8	45431	"http://ia.media-imdb.com/images/M/MV5BMTkyNDE0Njk0N15BMl5BanBnXkFtZTYwNTQ4Mzk5._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0111495/?ref_=chttp_tt_238
239	The Truman Show	1998	8	430556	"http://ia.media-imdb.com/images/M/MV5BMTM4NjY2MTEzM15BMl5BanBnXkFtZTcwMTk2Njk3OA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0120382/?ref_=chttp_tt_239
240	Shutter Island	2010	8	462834	"http://ia.media-imdb.com/images/M/MV5BMTMxMTIyNzMxMV5BMl5BanBnXkFtZTcwOTc4OTI3Mg@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt1130884/?ref_=chttp_tt_240
241	A Fistful of Dollars	1964	8	86849	"http://ia.media-imdb.com/images/M/MV5BMTAzODAxMzg1MzZeQTJeQWpwZ15BbWU3MDgwMzE5ODk@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0058461/?ref_=chttp_tt_241
242	The Manchurian Candidate	1962	8	54627	"http://ia.media-imdb.com/images/M/MV5BMTU1NTI0MzU4M15BMl5BanBnXkFtZTcwNzIxNjMyNA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0056218/?ref_=chttp_tt_242
243	The Exorcist	1973	8	224294	"http://ia.media-imdb.com/images/M/MV5BNzYwMDA0NTA3M15BMl5BanBnXkFtZTcwMDcwNDY3Mg@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0070047/?ref_=chttp_tt_243
244	La Dolce Vita	1960	8	33755	"http://ia.media-imdb.com/images/M/MV5BMTcwNzM0NTkxMV5BMl5BanBnXkFtZTcwOTExNDEyNQ@@._V1_SY50_CR0,0,34,50_.jpg"	/title/tt0053779/?ref_=chttp_tt_244
245	Life of Pi	2012	8	276753	"http://ia.media-imdb.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0454876/?ref_=chttp_tt_245
246	Elite Squad: The Enemy Within	2010	8	42074	"http://ia.media-imdb.com/images/M/MV5BMjA0NjA2OTk2MV5BMl5BanBnXkFtZTcwNzIxNjk5Ng@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt1555149/?ref_=chttp_tt_246
247	Star Trek	2009	8	381801	"http://ia.media-imdb.com/images/M/MV5BMjE5NDQ5OTE4Ml5BMl5BanBnXkFtZTcwOTE3NDIzMw@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt0796366/?ref_=chttp_tt_247
248	The Help	2011	8	200435	"http://ia.media-imdb.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_SX34_CR0,0,34,50_.jpg"	/title/tt1454029/?ref_=chttp_tt_248
